camis,first_inspection,last_inspection,active_days,grade,boro,score,cuisine_description,year_opened,duration_group
50072803,2022-08-04,2024-04-25,630,A,Queens,7.0,Chinese,2022,1-2yr
50072815,2023-01-17,2024-10-03,625,N,Staten Island,24.0,Italian,2023,1-2yr
50072820,2022-01-25,2024-09-20,969,A,Brooklyn,9.0,Chicken,2022,2-3yr
50072825,2022-09-02,2024-05-31,637,A,Queens,13.0,American,2022,1-2yr
50072826,2023-01-05,2024-07-31,573,A,Queens,12.0,Coffee/Tea,2023,1-2yr
50072840,2022-08-01,2024-07-26,725,A,Staten Island,9.0,"Juice, Smoothies, Fruit Salads",2022,1-2yr
50072850,2022-01-20,2025-01-16,1092,A,Manhattan,8.0,Salads,2022,2-3yr
50072853,2022-09-15,2024-01-05,477,A,Queens,13.0,Italian,2022,1-2yr
50072858,2022-11-21,2024-05-20,546,A,Staten Island,12.0,Sandwiches/Salads/Mixed Buffet,2022,1-2yr
50072860,2022-05-12,2024-06-05,755,A,Queens,12.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50072874,2022-07-29,2024-04-01,612,A,Bronx,13.0,Spanish,2022,1-2yr
50072884,2022-01-18,2024-09-17,973,A,Bronx,5.0,Pizza,2022,2-3yr
50072907,2022-06-01,2024-06-18,748,A,Manhattan,11.0,Jewish/Kosher,2022,2-3yr
50072911,2023-05-25,2025-06-20,757,Z,Bronx,2.0,Spanish,2023,2-3yr
50072916,2021-09-08,2024-04-16,951,A,Brooklyn,9.0,Bakery Products/Desserts,2021,2-3yr
50072930,2021-07-22,2024-03-06,958,A,Brooklyn,3.0,Southeast Asian,2021,2-3yr
50072936,2021-12-08,2024-10-02,1029,A,Manhattan,4.0,Turkish,2021,2-3yr
50072943,2022-06-08,2025-04-23,1050,A,Queens,11.0,Chinese,2022,2-3yr
50072950,2022-08-01,2025-03-06,948,A,Queens,12.0,Chinese,2022,2-3yr
50072966,2021-08-03,2024-04-02,973,A,Manhattan,10.0,Thai,2021,2-3yr
50072968,2022-06-15,2024-07-23,769,A,Manhattan,12.0,Chinese,2022,2-3yr
50072972,2022-03-31,2025-03-18,1083,A,Manhattan,4.0,Chinese,2022,2-3yr
50072976,2022-06-09,2024-12-27,932,A,Bronx,10.0,Chicken,2022,2-3yr
50072979,2022-05-23,2024-05-02,710,A,Queens,11.0,Pizza,2022,1-2yr
50072985,2022-07-14,2025-01-14,915,A,Manhattan,10.0,American,2022,2-3yr
50072987,2022-07-06,2025-05-12,1041,A,Brooklyn,8.0,Latin American,2022,2-3yr
50072991,2022-07-14,2024-10-18,827,N,Queens,16.0,Caribbean,2022,2-3yr
50072997,2022-08-09,2025-02-27,933,A,Manhattan,11.0,Thai,2022,2-3yr
50073013,2022-10-21,2025-03-17,878,A,Brooklyn,12.0,Jewish/Kosher,2022,2-3yr
50073019,2022-09-22,2025-04-21,942,B,Queens,27.0,Sandwiches,2022,2-3yr
50073021,2022-05-17,2023-11-30,562,A,Brooklyn,7.0,Chinese,2022,1-2yr
50073031,2022-09-08,2023-04-19,223,A,Manhattan,2.0,Chinese,2022,<1yr
50073038,2022-06-17,2025-03-17,1004,A,Bronx,13.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50073053,2021-08-19,2024-06-13,1029,A,Brooklyn,13.0,Pizza,2021,2-3yr
50073055,2022-12-10,2024-01-23,409,N,Brooklyn,40.0,Mexican,2022,1-2yr
50073073,2021-09-09,2023-09-13,734,A,Brooklyn,11.0,Vegan,2021,2-3yr
50073080,2018-06-29,2020-02-22,603,B,Queens,22.0,Caribbean,2018,1-2yr
50073086,2022-01-26,2024-06-28,884,A,Queens,8.0,Latin American,2022,2-3yr
50073091,2023-01-19,2025-06-16,879,N,Brooklyn,37.0,Southeast Asian,2023,2-3yr
50073099,2022-07-05,2025-01-24,934,A,Manhattan,12.0,Coffee/Tea,2022,2-3yr
50073100,2022-06-13,2024-02-08,605,A,Manhattan,11.0,Coffee/Tea,2022,1-2yr
50073108,2022-11-10,2025-04-19,891,N,Queens,0.0,Spanish,2022,2-3yr
50073113,2022-07-29,2023-12-15,504,A,Queens,11.0,American,2022,1-2yr
50073116,2021-08-12,2024-05-30,1022,A,Manhattan,10.0,American,2021,2-3yr
50073129,2022-05-20,2025-04-22,1068,A,Manhattan,7.0,Coffee/Tea,2022,2-3yr
50073142,2022-06-14,2024-08-15,793,A,Brooklyn,13.0,Chinese,2022,2-3yr
50073147,2022-05-02,2025-01-02,976,C,Manhattan,31.0,Pizza,2022,2-3yr
50073152,2021-08-26,2024-01-18,875,A,Queens,5.0,American,2021,2-3yr
50073164,2022-12-29,2024-10-24,665,A,Bronx,10.0,Chinese,2022,1-2yr
50073168,2022-04-22,2024-10-21,913,N,Manhattan,21.0,Korean,2022,2-3yr
50073170,2022-10-14,2025-04-14,913,A,Brooklyn,12.0,Coffee/Tea,2022,2-3yr
50073175,2022-06-27,2024-04-03,646,A,Bronx,9.0,Chinese,2022,1-2yr
50073177,2022-12-05,2023-09-22,291,B,Brooklyn,19.0,American,2022,<1yr
50073180,2022-05-24,2024-06-24,762,A,Manhattan,12.0,Coffee/Tea,2022,2-3yr
50073182,2023-01-20,2024-03-01,406,A,Queens,10.0,Latin American,2023,1-2yr
50073185,2023-01-10,2023-01-10,0,N,Brooklyn,10.0,American,2023,
50073194,2022-03-31,2023-05-03,398,A,Queens,13.0,Southeast Asian,2022,1-2yr
50073215,2022-06-16,2025-01-28,957,A,Manhattan,12.0,Latin American,2022,2-3yr
50073223,2022-07-11,2024-08-20,771,B,Queens,27.0,Chinese,2022,2-3yr
50073224,2022-08-16,2024-08-13,728,B,Manhattan,26.0,Mediterranean,2022,1-2yr
50073241,2022-12-13,2025-05-01,870,A,Brooklyn,12.0,Japanese,2022,2-3yr
50073244,2022-09-14,2024-09-17,734,A,Queens,9.0,French,2022,2-3yr
50073245,2022-08-18,2025-01-16,882,A,Manhattan,13.0,Italian,2022,2-3yr
50073256,2022-06-23,2025-01-17,939,A,Bronx,10.0,Mexican,2022,2-3yr
50073288,2022-07-12,2025-05-13,1036,A,Manhattan,7.0,Bottled Beverages,2022,2-3yr
50073301,2022-07-21,2024-10-15,817,B,Manhattan,22.0,Coffee/Tea,2022,2-3yr
50073316,2022-11-01,2024-09-11,680,A,Brooklyn,2.0,Vegetarian,2022,1-2yr
50073322,2022-04-08,2024-10-06,912,A,Brooklyn,7.0,Spanish,2022,2-3yr
50073325,2022-12-09,2025-06-12,916,N,Manhattan,27.0,French,2022,2-3yr
50073333,2024-08-28,2024-08-28,0,A,Queens,7.0,American,2024,
50073336,2023-10-06,2024-08-28,327,A,Queens,2.0,American,2023,<1yr
50073337,2019-06-13,2019-06-13,0,A,Queens,12.0,American,2019,
50073338,2024-08-28,2024-08-28,0,A,Queens,2.0,American,2024,
50073342,2022-07-18,2024-05-30,682,A,Manhattan,5.0,Italian,2022,1-2yr
50073361,2022-08-04,2025-01-16,896,B,Brooklyn,19.0,Caribbean,2022,2-3yr
50073366,2022-08-11,2024-04-22,620,A,Staten Island,7.0,Chicken,2022,1-2yr
50073371,2022-08-09,2025-01-15,890,A,Bronx,13.0,Latin American,2022,2-3yr
50073372,2022-10-20,2025-05-19,942,N,Brooklyn,28.0,Pizza,2022,2-3yr
50073375,2022-05-25,2023-10-12,505,A,Manhattan,11.0,American,2022,1-2yr
50073387,2022-06-02,2024-11-19,901,A,Manhattan,11.0,Chinese,2022,2-3yr
50073395,2023-10-13,2025-06-12,608,N,Queens,26.0,Coffee/Tea,2023,1-2yr
50073401,2022-09-28,2024-09-26,729,A,Manhattan,12.0,American,2022,1-2yr
50073406,2022-06-07,2025-02-24,993,A,Brooklyn,13.0,Coffee/Tea,2022,2-3yr
50073424,2022-09-02,2024-09-19,748,N,Brooklyn,15.0,American,2022,2-3yr
50073433,2022-09-20,2024-11-19,791,A,Bronx,10.0,Seafood,2022,2-3yr
50073453,2022-08-22,2025-05-14,996,A,Queens,11.0,Chinese,2022,2-3yr
50073470,2021-09-03,2023-11-13,801,A,Bronx,12.0,Chinese,2021,2-3yr
50073478,2022-02-23,2024-03-21,757,A,Brooklyn,12.0,Frozen Desserts,2022,2-3yr
50073481,2022-08-01,2025-02-18,932,A,Manhattan,11.0,Coffee/Tea,2022,2-3yr
50073489,2022-03-18,2024-05-24,798,A,Queens,2.0,Donuts,2022,2-3yr
50073490,2022-05-24,2024-11-06,897,A,Manhattan,9.0,Hamburgers,2022,2-3yr
50073498,2022-12-01,2025-06-17,929,N,Queens,21.0,American,2022,2-3yr
50073518,2021-09-09,2024-02-16,890,A,Brooklyn,11.0,American,2021,2-3yr
50073523,2022-03-28,2024-08-13,869,Z,Bronx,26.0,Spanish,2022,2-3yr
50073536,2022-05-11,2023-10-17,524,A,Manhattan,9.0,Coffee/Tea,2022,1-2yr
50073537,2022-07-20,2024-10-15,818,A,Manhattan,13.0,French,2022,2-3yr
50073545,2022-06-16,2025-01-31,960,A,Bronx,12.0,Bottled Beverages,2022,2-3yr
50073554,2022-10-25,2022-10-25,0,A,Manhattan,12.0,Italian,2022,
50073568,2021-08-23,2024-06-27,1039,A,Bronx,5.0,American,2021,2-3yr
50073570,2023-01-06,2025-05-20,865,N,Manhattan,16.0,Hamburgers,2023,2-3yr
50073571,2022-12-21,2025-05-19,880,N,Brooklyn,24.0,Hamburgers,2022,2-3yr
50073572,2023-04-07,2024-03-06,334,B,Manhattan,15.0,American,2023,<1yr
50073573,2022-11-21,2024-06-15,572,A,Brooklyn,7.0,American,2022,1-2yr
50073585,2022-11-14,2025-06-17,946,N,Queens,21.0,Spanish,2022,2-3yr
50073587,2023-06-23,2025-04-30,677,N,Manhattan,40.0,American,2023,1-2yr
50073591,2022-05-27,2024-12-03,921,A,Brooklyn,12.0,Japanese,2022,2-3yr
50073592,2022-08-19,2024-07-18,699,A,Queens,10.0,"Juice, Smoothies, Fruit Salads",2022,1-2yr
50073601,2022-08-09,2025-05-01,996,N,Manhattan,16.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50073605,2018-08-28,2018-11-01,65,A,Manhattan,2.0,American,2018,<1yr
50073606,2022-04-27,2024-10-18,905,A,Manhattan,9.0,Mexican,2022,2-3yr
50073613,2022-07-29,2024-11-29,854,Z,Manhattan,27.0,Coffee/Tea,2022,2-3yr
50073616,2022-02-01,2024-03-28,786,A,Queens,10.0,Mexican,2022,2-3yr
50073626,2022-11-22,2025-06-18,939,A,Manhattan,13.0,Italian,2022,2-3yr
50073635,2022-07-26,2025-01-29,918,A,Queens,13.0,Jewish/Kosher,2022,2-3yr
50073648,2022-03-23,2023-12-18,635,A,Manhattan,12.0,Pizza,2022,1-2yr
50073652,2022-03-02,2025-02-05,1071,A,Brooklyn,7.0,American,2022,2-3yr
50073653,2023-04-20,2025-03-25,705,A,Brooklyn,9.0,Caribbean,2023,1-2yr
50073673,2022-12-02,2024-12-04,733,A,Manhattan,8.0,Japanese,2022,2-3yr
50073680,2022-05-18,2024-09-20,856,N,Queens,24.0,Coffee/Tea,2022,2-3yr
50073698,2022-05-18,2024-05-28,741,A,Manhattan,13.0,Mediterranean,2022,2-3yr
50073709,2021-09-01,2024-07-30,1063,A,Manhattan,5.0,Japanese,2021,2-3yr
50073713,2022-09-20,2024-12-11,813,N,Manhattan,27.0,Korean,2022,2-3yr
50073715,2022-05-12,2025-05-05,1089,A,Brooklyn,2.0,Chinese,2022,2-3yr
50073722,2022-11-18,2025-06-03,928,Z,Manhattan,26.0,Korean,2022,2-3yr
50073729,2022-12-06,2025-05-31,907,N,Queens,21.0,Irish,2022,2-3yr
50073733,2022-03-22,2024-12-02,986,A,Brooklyn,2.0,Coffee/Tea,2022,2-3yr
50073745,2022-09-29,2025-03-03,886,A,Queens,8.0,Tex-Mex,2022,2-3yr
50073746,2022-04-27,2025-03-27,1065,N,Brooklyn,23.0,Asian/Asian Fusion,2022,2-3yr
50073751,2022-07-15,2025-06-18,1069,A,Manhattan,8.0,Latin American,2022,2-3yr
50073766,2022-06-24,2024-08-20,788,B,Manhattan,21.0,American,2022,2-3yr
50073770,2022-03-10,2024-04-11,763,A,Brooklyn,2.0,Jewish/Kosher,2022,2-3yr
50073787,2022-06-17,2024-12-24,921,A,Bronx,2.0,Bakery Products/Desserts,2022,2-3yr
50073789,2022-04-04,2025-02-24,1057,N,Bronx,29.0,Pizza,2022,2-3yr
50073792,2022-05-13,2024-03-15,672,A,Brooklyn,12.0,Caribbean,2022,1-2yr
50073806,2022-06-23,2025-01-30,952,A,Manhattan,12.0,Latin American,2022,2-3yr
50073809,2022-04-04,2025-01-29,1031,A,Bronx,4.0,Frozen Desserts,2022,2-3yr
50073811,2022-08-24,2024-07-01,677,A,Bronx,13.0,Caribbean,2022,1-2yr
50073820,2022-05-05,2024-06-11,768,A,Bronx,13.0,Chinese,2022,2-3yr
50073821,2022-09-08,2025-06-05,1001,A,Brooklyn,10.0,Donuts,2022,2-3yr
50073822,2022-03-23,2024-04-29,768,A,Manhattan,7.0,Coffee/Tea,2022,2-3yr
50073827,2022-04-07,2024-05-07,761,A,Manhattan,12.0,Jewish/Kosher,2022,2-3yr
50073830,2022-10-24,2025-06-06,956,N,Brooklyn,36.0,American,2022,2-3yr
50073839,2022-03-23,2024-05-15,784,A,Manhattan,13.0,Korean,2022,2-3yr
50073840,2022-02-28,2024-10-18,963,A,Brooklyn,12.0,Frozen Desserts,2022,2-3yr
50073845,2022-12-21,2024-05-02,498,A,Brooklyn,12.0,Coffee/Tea,2022,1-2yr
50073847,2022-05-17,2024-03-27,680,A,Queens,7.0,Chinese,2022,1-2yr
50073848,2022-11-14,2025-05-20,918,A,Manhattan,13.0,Coffee/Tea,2022,2-3yr
50073849,2022-05-09,2025-05-01,1088,A,Brooklyn,11.0,Coffee/Tea,2022,2-3yr
50073861,2022-03-02,2025-01-07,1042,N,Manhattan,21.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50073862,2021-07-28,2024-06-05,1043,A,Manhattan,12.0,"Juice, Smoothies, Fruit Salads",2021,2-3yr
50073866,2022-07-11,2025-02-13,948,A,Brooklyn,9.0,Chinese,2022,2-3yr
50073880,2022-05-17,2024-10-16,883,A,Brooklyn,13.0,American,2022,2-3yr
50073898,2022-07-18,2023-11-20,490,A,Manhattan,10.0,French,2022,1-2yr
50073904,2022-05-09,2024-09-05,850,B,Brooklyn,26.0,Spanish,2022,2-3yr
50073916,2020-02-21,2022-10-18,970,N,Manhattan,25.0,Italian,2020,2-3yr
50073925,2022-05-24,2024-07-17,785,A,Manhattan,13.0,Chinese,2022,2-3yr
50073931,2023-04-07,2024-02-06,305,A,Manhattan,12.0,Japanese,2023,<1yr
50073933,2022-09-19,2025-03-11,904,N,Queens,21.0,Asian/Asian Fusion,2022,2-3yr
50073959,2023-05-16,2025-06-18,764,A,Brooklyn,8.0,Caribbean,2023,2-3yr
50073960,2022-07-14,2025-02-25,957,N,Queens,30.0,Caribbean,2022,2-3yr
50073969,2022-07-18,2023-11-13,483,A,Brooklyn,9.0,Spanish,2022,1-2yr
50073970,2022-02-02,2024-11-14,1016,A,Queens,5.0,Caribbean,2022,2-3yr
50073971,2022-12-15,2024-09-03,628,A,Queens,12.0,Southeast Asian,2022,1-2yr
50073979,2022-05-31,2025-05-20,1085,N,Bronx,32.0,Latin American,2022,2-3yr
50073981,2022-08-22,2024-06-18,666,A,Queens,13.0,Chinese,2022,1-2yr
50074002,2021-09-07,2024-08-21,1079,A,Staten Island,5.0,Pizza,2021,2-3yr
50074024,2022-01-18,2024-01-11,723,A,Staten Island,11.0,Spanish,2022,1-2yr
50074027,2023-02-08,2024-12-19,680,B,Manhattan,25.0,Seafood,2023,1-2yr
50074036,2025-06-17,2025-06-17,0,A,Queens,2.0,Hamburgers,2025,
50074039,2022-12-16,2025-02-11,788,A,Queens,7.0,Bakery Products/Desserts,2022,2-3yr
50074043,2022-05-20,2025-04-04,1050,A,Queens,13.0,Italian,2022,2-3yr
50074054,2022-04-06,2024-07-18,834,A,Queens,6.0,Bagels/Pretzels,2022,2-3yr
50074057,2022-05-06,2024-08-14,831,A,Bronx,12.0,Pizza,2022,2-3yr
50074059,2023-03-30,2024-03-01,337,A,Brooklyn,7.0,Italian,2023,<1yr
50074098,2022-04-05,2025-02-12,1044,A,Brooklyn,12.0,Chinese,2022,2-3yr
50074103,2022-05-11,2024-08-20,832,A,Brooklyn,10.0,Mexican,2022,2-3yr
50074104,2022-09-22,2024-12-31,831,A,Brooklyn,2.0,Chinese,2022,2-3yr
50074122,2022-02-01,2024-09-12,954,A,Manhattan,11.0,American,2022,2-3yr
50074135,2022-09-08,2024-04-25,595,A,Brooklyn,13.0,Italian,2022,1-2yr
50074140,2022-02-17,2024-02-29,742,A,Queens,12.0,Coffee/Tea,2022,2-3yr
50074148,2022-04-11,2024-10-08,911,A,Manhattan,10.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50074158,2022-08-04,2024-08-14,741,A,Manhattan,11.0,American,2022,2-3yr
50074163,2022-05-20,2024-05-15,726,A,Manhattan,10.0,American,2022,1-2yr
50074164,2023-10-03,2025-06-17,623,A,Queens,7.0,Coffee/Tea,2023,1-2yr
50074184,2022-05-13,2025-02-13,1007,A,Manhattan,7.0,Coffee/Tea,2022,2-3yr
50074193,2022-02-10,2024-11-14,1008,A,Bronx,12.0,Latin American,2022,2-3yr
50074194,2022-10-31,2024-06-12,590,A,Brooklyn,12.0,Japanese,2022,1-2yr
50074198,2022-05-26,2024-11-22,911,A,Brooklyn,13.0,Italian,2022,2-3yr
50074204,2022-05-10,2024-12-31,966,A,Queens,9.0,Latin American,2022,2-3yr
50074217,2023-09-24,2023-09-24,0,A,Manhattan,12.0,Other,2023,
50074234,2022-05-21,2023-10-04,501,A,Brooklyn,2.0,Italian,2022,1-2yr
50074238,2022-06-23,2024-08-29,798,A,Manhattan,11.0,Latin American,2022,2-3yr
50074239,2022-02-10,2024-10-07,970,N,Manhattan,11.0,Japanese,2022,2-3yr
50074248,2022-06-06,2024-11-19,897,A,Manhattan,7.0,Bakery Products/Desserts,2022,2-3yr
50074254,2022-09-01,2024-10-20,780,N,Queens,28.0,Japanese,2022,2-3yr
50074275,2022-05-05,2024-12-03,943,A,Manhattan,6.0,American,2022,2-3yr
50074276,2021-11-19,2024-08-15,1000,A,Queens,13.0,Chicken,2021,2-3yr
50074282,2022-03-25,2024-08-23,882,B,Brooklyn,24.0,Pakistani,2022,2-3yr
50074284,2022-05-16,2024-09-12,850,A,Manhattan,8.0,Italian,2022,2-3yr
50074287,2022-04-25,2024-07-03,800,A,Queens,13.0,Bakery Products/Desserts,2022,2-3yr
50074297,2023-04-18,2025-04-30,743,N,Manhattan,32.0,Bakery Products/Desserts,2023,2-3yr
50074298,2022-02-23,2024-10-17,967,A,Manhattan,13.0,Japanese,2022,2-3yr
50074305,2022-01-19,2025-01-13,1090,Z,Queens,21.0,Chinese,2022,2-3yr
50074324,2022-10-27,2024-06-07,589,N,Brooklyn,21.0,Middle Eastern,2022,1-2yr
50074331,2022-11-16,2025-04-03,869,A,Manhattan,9.0,Japanese,2022,2-3yr
50074343,2022-08-04,2024-09-03,761,A,Queens,13.0,Sandwiches,2022,2-3yr
50074348,2023-05-15,2025-05-12,728,A,Brooklyn,5.0,Coffee/Tea,2023,1-2yr
50074363,2022-07-14,2023-12-05,509,A,Brooklyn,5.0,Mexican,2022,1-2yr
50074365,2022-08-12,2024-07-24,712,A,Manhattan,12.0,American,2022,1-2yr
50074370,2022-08-10,2023-12-19,496,A,Manhattan,12.0,Latin American,2022,1-2yr
50074371,2022-03-01,2025-02-07,1074,N,Brooklyn,27.0,Spanish,2022,2-3yr
50074392,2022-08-11,2023-10-30,445,A,Brooklyn,12.0,Pizza,2022,1-2yr
50074402,2022-06-27,2025-06-16,1085,A,Brooklyn,7.0,Chinese,2022,2-3yr
50074432,2022-12-06,2025-05-21,897,N,Bronx,31.0,American,2022,2-3yr
50074437,2018-06-02,2019-03-20,291,A,Queens,2.0,American,2018,<1yr
50074456,2022-04-04,2024-03-19,715,A,Queens,9.0,Filipino,2022,1-2yr
50074464,2023-05-31,2025-05-22,722,A,Manhattan,13.0,Asian/Asian Fusion,2023,1-2yr
50074465,2022-10-14,2025-05-14,943,N,Manhattan,29.0,Greek,2022,2-3yr
50074470,2022-01-27,2024-03-13,776,A,Manhattan,12.0,Jewish/Kosher,2022,2-3yr
50074479,2022-03-21,2024-07-01,833,A,Manhattan,2.0,American,2022,2-3yr
50074488,2022-07-13,2024-10-10,820,N,Bronx,21.0,Middle Eastern,2022,2-3yr
50074493,2018-02-13,2019-05-18,459,N,Manhattan,0.0,Other,2018,1-2yr
50074510,2022-11-02,2025-03-27,876,A,Brooklyn,2.0,Tex-Mex,2022,2-3yr
50074511,2023-01-19,2023-11-02,287,A,Brooklyn,10.0,American,2023,<1yr
50074520,2023-03-15,2025-05-15,792,N,Queens,36.0,Peruvian,2023,2-3yr
50074525,2021-08-26,2024-04-10,958,A,Queens,10.0,Frozen Desserts,2021,2-3yr
50074533,2022-05-25,2024-10-17,876,A,Brooklyn,12.0,American,2022,2-3yr
50074538,2022-06-27,2025-04-17,1025,A,Queens,12.0,Latin American,2022,2-3yr
50074557,2023-04-04,2025-01-06,643,A,Queens,4.0,Chinese,2023,1-2yr
50074561,2021-08-25,2024-07-23,1063,A,Staten Island,13.0,Asian/Asian Fusion,2021,2-3yr
50074586,2022-03-14,2025-02-10,1064,A,Staten Island,12.0,American,2022,2-3yr
50074594,2022-11-14,2023-09-18,308,A,Brooklyn,12.0,Korean,2022,<1yr
50074601,2022-01-20,2024-05-07,838,A,Manhattan,3.0,Chicken,2022,2-3yr
50074603,2022-03-22,2024-09-17,910,A,Manhattan,3.0,Chicken,2022,2-3yr
50074604,2022-04-05,2025-02-04,1036,A,Brooklyn,13.0,Chinese,2022,2-3yr
50074615,2023-10-03,2025-06-17,623,A,Queens,13.0,Sandwiches,2023,1-2yr
50074620,2022-01-12,2024-07-02,902,A,Bronx,9.0,Latin American,2022,2-3yr
50074621,2022-08-10,2025-05-31,1025,N,Queens,0.0,Chinese,2022,2-3yr
50074627,2022-07-11,2024-08-29,780,A,Manhattan,13.0,Indian,2022,2-3yr
50074636,2023-05-11,2024-06-29,415,A,Brooklyn,9.0,Greek,2023,1-2yr
50074643,2022-10-20,2025-02-10,844,A,Bronx,10.0,Hamburgers,2022,2-3yr
50074674,2022-07-12,2023-12-19,525,A,Brooklyn,11.0,Chinese,2022,1-2yr
50074689,2022-05-24,2024-07-22,790,A,Manhattan,2.0,Bakery Products/Desserts,2022,2-3yr
50074695,2022-03-21,2023-10-31,589,A,Manhattan,8.0,French,2022,1-2yr
50074699,2021-09-09,2024-06-27,1022,A,Brooklyn,7.0,Sandwiches,2021,2-3yr
50074721,2022-05-10,2024-05-03,724,A,Brooklyn,6.0,Seafood,2022,1-2yr
50074726,2023-04-13,2024-02-21,314,A,Manhattan,13.0,American,2023,<1yr
50074742,2022-05-20,2024-12-10,935,A,Manhattan,12.0,Mexican,2022,2-3yr
50074743,2022-02-03,2025-01-21,1083,B,Bronx,27.0,Latin American,2022,2-3yr
50074753,2022-06-22,2025-01-07,930,A,Queens,13.0,American,2022,2-3yr
50074754,2022-08-10,2024-08-13,734,A,Queens,13.0,Afghan,2022,2-3yr
50074775,2023-03-25,2023-03-25,0,A,Bronx,10.0,Barbecue,2023,
50074779,2022-03-30,2025-01-15,1022,A,Queens,9.0,Latin American,2022,2-3yr
50074792,2022-11-14,2024-06-06,570,A,Brooklyn,9.0,Jewish/Kosher,2022,1-2yr
50074795,2022-06-14,2024-10-15,854,A,Manhattan,12.0,Coffee/Tea,2022,2-3yr
50074796,2022-08-23,2024-12-11,841,A,Bronx,9.0,Chicken,2022,2-3yr
50074797,2022-04-11,2024-10-03,906,A,Queens,11.0,Tex-Mex,2022,2-3yr
50074801,2022-05-19,2024-11-14,910,A,Manhattan,9.0,Coffee/Tea,2022,2-3yr
50074803,2022-04-13,2025-03-28,1080,N,Brooklyn,71.0,Bakery Products/Desserts,2022,2-3yr
50074809,2022-05-11,2025-03-25,1049,A,Manhattan,13.0,American,2022,2-3yr
50074810,2022-11-15,2024-10-20,705,N,Manhattan,21.0,Korean,2022,1-2yr
50074812,2022-07-26,2024-11-27,855,A,Queens,7.0,American,2022,2-3yr
50074820,2022-03-22,2024-08-19,881,A,Queens,12.0,Frozen Desserts,2022,2-3yr
50074855,2022-03-22,2024-07-01,832,A,Manhattan,12.0,Salads,2022,2-3yr
50074863,2022-07-01,2025-06-10,1075,N,Queens,17.0,Chicken,2022,2-3yr
50074873,2022-06-07,2024-10-09,855,A,Manhattan,9.0,Japanese,2022,2-3yr
50074877,2022-10-05,2025-04-09,917,N,Bronx,26.0,Bakery Products/Desserts,2022,2-3yr
50074889,2022-05-25,2024-03-20,665,N,Manhattan,21.0,"Juice, Smoothies, Fruit Salads",2022,1-2yr
50074901,2022-01-12,2024-11-18,1041,Z,Brooklyn,27.0,Japanese,2022,2-3yr
50074925,2022-08-19,2025-06-05,1021,A,Queens,13.0,Korean,2022,2-3yr
50074932,2022-07-13,2024-11-13,854,A,Queens,12.0,Chinese,2022,2-3yr
50074936,2022-04-13,2024-07-25,834,A,Manhattan,12.0,Thai,2022,2-3yr
50074947,2022-01-11,2024-04-30,840,A,Queens,12.0,American,2022,2-3yr
50074956,2022-04-06,2025-01-31,1031,A,Queens,12.0,Chinese,2022,2-3yr
50074960,2022-05-09,2024-03-28,689,A,Manhattan,12.0,American,2022,1-2yr
50074976,2021-08-31,2024-01-25,877,A,Bronx,9.0,Pizza,2021,2-3yr
50074977,2022-07-18,2023-11-21,491,A,Manhattan,5.0,Japanese,2022,1-2yr
50074983,2022-10-26,2024-06-25,608,A,Manhattan,7.0,Japanese,2022,1-2yr
50074986,2022-07-12,2024-10-16,827,A,Queens,12.0,Asian/Asian Fusion,2022,2-3yr
50075009,2022-07-07,2024-07-02,726,A,Brooklyn,13.0,Chinese,2022,1-2yr
50075017,2019-07-11,2022-06-21,1076,A,Brooklyn,2.0,"Juice, Smoothies, Fruit Salads",2019,2-3yr
50075044,2022-09-07,2025-06-09,1006,N,Brooklyn,39.0,African,2022,2-3yr
50075049,2022-07-14,2024-10-15,824,A,Manhattan,12.0,Tapas,2022,2-3yr
50075050,2022-07-07,2025-04-11,1009,N,Manhattan,22.0,American,2022,2-3yr
50075052,2022-05-20,2024-11-18,913,A,Queens,3.0,Chinese,2022,2-3yr
50075060,2022-06-09,2024-03-20,650,A,Manhattan,11.0,Tapas,2022,1-2yr
50075064,2022-11-10,2025-04-07,879,A,Manhattan,12.0,Korean,2022,2-3yr
50075069,2023-03-21,2023-03-21,0,A,Manhattan,9.0,Continental,2023,
50075077,2022-10-24,2025-05-23,942,N,Staten Island,24.0,Spanish,2022,2-3yr
50075079,2022-03-30,2024-06-12,805,A,Bronx,11.0,Pizza,2022,2-3yr
50075108,2022-03-21,2024-06-05,807,A,Brooklyn,5.0,Coffee/Tea,2022,2-3yr
50075139,2022-11-02,2024-12-31,790,B,Queens,17.0,Asian/Asian Fusion,2022,2-3yr
50075156,2023-01-12,2025-06-10,880,A,Queens,12.0,Bottled Beverages,2023,2-3yr
50075158,2022-05-19,2024-10-27,892,A,Brooklyn,10.0,Asian/Asian Fusion,2022,2-3yr
50075161,2022-09-22,2024-11-20,790,A,Queens,12.0,Korean,2022,2-3yr
50075170,2022-06-06,2025-06-05,1095,A,Brooklyn,12.0,Chinese,2022,2-3yr
50075173,2022-05-19,2024-08-21,825,A,Staten Island,7.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50075175,2022-08-18,2024-01-31,531,A,Manhattan,12.0,American,2022,1-2yr
