camis,first_inspection,last_inspection,active_days,grade,boro,score,cuisine_description,year_opened,duration_group
50070443,2022-08-22,2024-08-20,729,A,Bronx,13.0,Pizza,2022,1-2yr
50070444,2021-09-01,2024-07-02,1035,A,Bronx,10.0,Pizza,2021,2-3yr
50070445,2022-02-14,2024-11-25,1015,A,Bronx,9.0,Pizza,2022,2-3yr
50070447,2023-02-07,2025-05-13,826,A,Bronx,13.0,Pizza,2023,2-3yr
50070454,2022-04-13,2025-03-03,1055,A,Bronx,10.0,Japanese,2022,2-3yr
50070458,2022-05-09,2024-04-22,714,A,Brooklyn,2.0,Tex-Mex,2022,1-2yr
50070464,2022-11-02,2023-10-06,338,C,Staten Island,28.0,Italian,2022,<1yr
50070471,2022-12-15,2025-01-28,775,A,Manhattan,7.0,Hamburgers,2022,2-3yr
50070479,2022-04-13,2024-05-08,756,A,Manhattan,12.0,Mediterranean,2022,2-3yr
50070481,2022-06-07,2024-10-18,864,A,Bronx,3.0,Latin American,2022,2-3yr
50070482,2022-07-15,2025-01-03,903,A,Brooklyn,13.0,Italian,2022,2-3yr
50070493,2022-05-18,2024-06-06,750,A,Brooklyn,13.0,Chinese,2022,2-3yr
50070497,2022-05-11,2024-10-25,898,A,Brooklyn,12.0,Pizza,2022,2-3yr
50070502,2022-05-19,2024-07-22,795,A,Manhattan,10.0,Mediterranean,2022,2-3yr
50070505,2022-05-11,2024-12-13,947,A,Manhattan,7.0,Pizza,2022,2-3yr
50070506,2022-01-31,2024-09-24,967,A,Brooklyn,10.0,Caribbean,2022,2-3yr
50070510,2022-11-22,2025-03-19,848,B,Queens,25.0,Greek,2022,2-3yr
50070514,2021-07-21,2024-06-10,1055,A,Brooklyn,10.0,Indian,2021,2-3yr
50070525,2021-11-16,2024-10-16,1065,N,Bronx,21.0,Mexican,2021,2-3yr
50070527,2022-01-25,2024-12-26,1066,A,Manhattan,8.0,American,2022,2-3yr
50070536,2022-06-09,2024-07-31,783,N,Manhattan,8.0,Spanish,2022,2-3yr
50070540,2022-06-09,2024-01-09,579,N,Manhattan,21.0,Pizza,2022,1-2yr
50070541,2022-03-23,2024-09-17,909,A,Manhattan,10.0,Vegan,2022,2-3yr
50070543,2022-09-23,2024-04-10,565,A,Brooklyn,13.0,Mexican,2022,1-2yr
50070551,2022-04-13,2024-10-16,917,A,Manhattan,3.0,Coffee/Tea,2022,2-3yr
50070560,2023-03-18,2024-08-01,502,N,Manhattan,15.0,Chinese,2023,1-2yr
50070565,2023-04-28,2025-05-13,746,A,Queens,13.0,Chicken,2023,2-3yr
50070568,2022-01-20,2023-07-05,531,B,Brooklyn,19.0,Chicken,2022,1-2yr
50070572,2022-05-03,2025-04-22,1085,A,Manhattan,11.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50070575,2022-07-27,2024-04-09,622,A,Manhattan,12.0,Seafood,2022,1-2yr
50070576,2022-01-31,2024-08-26,938,A,Brooklyn,13.0,Coffee/Tea,2022,2-3yr
50070586,2022-08-08,2025-06-03,1030,Z,Manhattan,36.0,Japanese,2022,2-3yr
50070592,2022-05-19,2025-05-07,1084,B,Manhattan,19.0,Japanese,2022,2-3yr
50070606,2022-05-13,2023-11-02,538,A,Queens,12.0,Bottled Beverages,2022,1-2yr
50070626,2022-05-13,2024-10-09,880,A,Brooklyn,10.0,Italian,2022,2-3yr
50070629,2018-04-06,2020-02-08,673,A,Queens,7.0,Mediterranean,2018,1-2yr
50070636,2022-01-31,2024-09-04,947,A,Brooklyn,11.0,Hamburgers,2022,2-3yr
50070654,2022-05-03,2025-02-03,1007,A,Manhattan,9.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50070663,2022-06-10,2024-10-11,854,A,Manhattan,13.0,Pizza,2022,2-3yr
50070736,2022-02-15,2024-08-01,898,A,Brooklyn,13.0,Pizza,2022,2-3yr
50070745,2022-05-04,2024-11-14,925,A,Brooklyn,6.0,Thai,2022,2-3yr
50070746,2022-06-23,2025-05-20,1062,Z,Manhattan,33.0,Asian/Asian Fusion,2022,2-3yr
50070785,2022-04-07,2025-03-24,1082,A,Queens,10.0,Asian/Asian Fusion,2022,2-3yr
50070788,2022-04-30,2025-01-09,985,A,Brooklyn,8.0,Chinese,2022,2-3yr
50070789,2022-05-04,2025-02-11,1014,A,Queens,9.0,Bakery Products/Desserts,2022,2-3yr
50070791,2022-04-15,2024-07-03,810,A,Brooklyn,13.0,Frozen Desserts,2022,2-3yr
50070793,2022-03-08,2024-01-16,679,A,Brooklyn,8.0,Vegan,2022,1-2yr
50070804,2023-01-04,2025-06-02,880,N,Queens,21.0,Greek,2023,2-3yr
50070808,2023-12-04,2025-06-11,555,A,Bronx,10.0,American,2023,1-2yr
50070809,2022-10-20,2024-05-13,571,A,Bronx,9.0,American,2022,1-2yr
50070839,2022-05-10,2024-08-30,843,A,Queens,13.0,Latin American,2022,2-3yr
50070859,2025-02-06,2025-02-06,0,A,Manhattan,12.0,Mexican,2025,
50070862,2023-05-04,2023-05-04,0,A,Bronx,10.0,Spanish,2023,
50070863,2022-05-06,2024-02-07,642,A,Brooklyn,12.0,Hawaiian,2022,1-2yr
50070864,2022-04-26,2024-03-14,688,A,Brooklyn,8.0,Mexican,2022,1-2yr
50070865,2022-04-21,2023-06-02,407,A,Queens,7.0,Italian,2022,1-2yr
50070866,2023-03-05,2024-03-28,389,A,Brooklyn,12.0,Seafood,2023,1-2yr
50070867,2021-08-11,2024-08-02,1087,A,Brooklyn,9.0,Italian,2021,2-3yr
50070905,2022-06-16,2024-06-28,743,A,Brooklyn,4.0,Middle Eastern,2022,2-3yr
50070911,2022-11-03,2024-10-11,708,A,Queens,12.0,American,2022,1-2yr
50070913,2022-06-01,2024-05-14,713,A,Manhattan,5.0,Coffee/Tea,2022,1-2yr
50070923,2021-09-01,2024-07-18,1051,A,Bronx,13.0,Pizza,2021,2-3yr
50070925,2022-06-27,2025-05-01,1039,A,Manhattan,12.0,Pizza,2022,2-3yr
50070927,2022-10-17,2025-02-27,864,A,Manhattan,9.0,Pizza,2022,2-3yr
50070931,2018-02-12,2019-03-18,399,A,Bronx,13.0,Chinese,2018,1-2yr
50070932,2021-04-20,2024-01-03,988,A,Manhattan,8.0,Pizza,2021,2-3yr
50070940,2022-08-02,2025-06-03,1036,N,Manhattan,21.0,Pizza,2022,2-3yr
50070943,2022-05-26,2024-10-21,879,A,Manhattan,7.0,Pizza,2022,2-3yr
50070949,2022-10-31,2024-12-10,771,A,Queens,12.0,Seafood,2022,2-3yr
50070952,2022-06-09,2024-06-26,748,N,Queens,21.0,Pizza,2022,2-3yr
50070957,2021-08-30,2024-06-26,1031,A,Queens,9.0,Pizza,2021,2-3yr
50070989,2022-02-01,2024-10-24,996,A,Manhattan,11.0,Italian,2022,2-3yr
50070991,2022-07-07,2024-08-29,784,B,Manhattan,27.0,Bakery Products/Desserts,2022,2-3yr
50070997,2022-08-29,2025-05-19,994,N,Queens,18.0,Caribbean,2022,2-3yr
50071004,2022-07-15,2024-08-22,769,B,Brooklyn,22.0,Jewish/Kosher,2022,2-3yr
50071013,2022-05-16,2025-01-22,982,N,Brooklyn,21.0,Caribbean,2022,2-3yr
50071025,2022-07-19,2024-06-04,686,A,Manhattan,7.0,New American,2022,1-2yr
50071042,2022-05-18,2024-08-22,827,A,Queens,5.0,Latin American,2022,2-3yr
50071047,2022-05-05,2024-05-29,755,A,Manhattan,8.0,Coffee/Tea,2022,2-3yr
50071055,2021-08-24,2023-10-18,785,A,Manhattan,7.0,Chinese,2021,2-3yr
50071057,2022-04-07,2024-06-26,811,A,Manhattan,13.0,American,2022,2-3yr
50071063,2022-08-20,2023-12-20,487,B,Queens,19.0,Korean,2022,1-2yr
50071065,2022-04-06,2023-05-12,401,A,Manhattan,10.0,Italian,2022,1-2yr
50071087,2022-08-17,2024-12-04,840,A,Bronx,4.0,Jewish/Kosher,2022,2-3yr
50071103,2022-06-06,2024-10-28,875,A,Manhattan,12.0,Sandwiches/Salads/Mixed Buffet,2022,2-3yr
50071108,2022-05-27,2025-05-17,1086,N,Manhattan,0.0,Spanish,2022,2-3yr
50071109,2022-05-27,2024-10-10,867,A,Manhattan,11.0,American,2022,2-3yr
50071125,2022-04-20,2025-01-03,989,A,Brooklyn,13.0,Russian,2022,2-3yr
50071144,2018-01-25,2020-02-21,757,A,Manhattan,12.0,American,2018,2-3yr
50071147,2022-05-05,2025-01-16,987,A,Queens,5.0,Japanese,2022,2-3yr
50071156,2024-08-28,2024-08-28,0,A,Queens,0.0,American,2024,
50071182,2018-03-14,2019-12-15,641,N,Staten Island,8.0,African,2018,1-2yr
50071183,2022-04-27,2024-07-13,808,A,Queens,10.0,Chinese,2022,2-3yr
50071207,2022-12-06,2024-06-13,555,A,Staten Island,11.0,American,2022,1-2yr
50071209,2022-04-13,2024-07-19,828,A,Brooklyn,12.0,American,2022,2-3yr
50071214,2021-09-09,2024-08-22,1078,A,Queens,13.0,Caribbean,2021,2-3yr
50071215,2023-11-01,2023-11-01,0,N,Queens,34.0,Middle Eastern,2023,
50071226,2023-04-21,2025-05-29,769,N,Manhattan,24.0,French,2023,2-3yr
50071234,2022-07-08,2023-12-05,515,A,Queens,4.0,Chinese,2022,1-2yr
50071246,2022-05-24,2024-11-15,906,A,Brooklyn,8.0,Caribbean,2022,2-3yr
50071252,2022-12-11,2025-03-27,837,A,Queens,13.0,American,2022,2-3yr
50071256,2022-11-02,2024-12-07,766,A,Brooklyn,12.0,Latin American,2022,2-3yr
50071262,2022-04-06,2024-08-20,867,N,Brooklyn,23.0,American,2022,2-3yr
50071274,2020-03-06,2023-01-25,1055,A,Manhattan,8.0,Italian,2020,2-3yr
50071277,2022-07-25,2025-05-29,1039,A,Manhattan,10.0,Salads,2022,2-3yr
50071278,2024-01-26,2024-01-26,0,A,Queens,12.0,Bottled Beverages,2024,
50071282,2022-06-14,2024-11-04,874,A,Bronx,12.0,Pizza,2022,2-3yr
50071292,2022-12-08,2025-05-16,890,A,Queens,13.0,Caribbean,2022,2-3yr
50071298,2023-01-13,2025-06-10,879,N,Manhattan,32.0,New American,2023,2-3yr
50071307,2022-01-11,2024-11-20,1044,N,Queens,21.0,Chinese,2022,2-3yr
50071311,2022-02-24,2024-03-07,742,A,Queens,12.0,Coffee/Tea,2022,2-3yr
50071314,2023-03-15,2025-04-22,769,Z,Manhattan,18.0,Chinese,2023,2-3yr
50071316,2022-06-22,2025-01-10,933,A,Queens,12.0,Latin American,2022,2-3yr
50071317,2022-05-11,2024-07-22,803,N,Brooklyn,13.0,Chinese,2022,2-3yr
50071318,2022-04-04,2023-10-24,568,A,Brooklyn,13.0,Coffee/Tea,2022,1-2yr
50071323,2022-06-08,2024-10-09,854,A,Queens,0.0,Donuts,2022,2-3yr
50071345,2022-08-18,2024-04-25,616,A,Brooklyn,11.0,American,2022,1-2yr
50071362,2023-04-26,2023-04-26,0,A,Manhattan,12.0,Frozen Desserts,2023,
50071370,2022-09-29,2024-04-17,566,A,Queens,10.0,Japanese,2022,1-2yr
50071378,2023-03-09,2024-04-10,398,A,Brooklyn,9.0,Italian,2023,1-2yr
50071385,2022-01-10,2024-02-15,766,A,Brooklyn,13.0,Chinese,2022,2-3yr
50071387,2022-05-24,2025-01-17,969,A,Manhattan,11.0,American,2022,2-3yr
50071395,2022-04-06,2025-03-21,1080,A,Queens,12.0,Bakery Products/Desserts,2022,2-3yr
50071397,2022-05-10,2025-01-09,975,A,Brooklyn,9.0,Bakery Products/Desserts,2022,2-3yr
50071400,2022-04-13,2024-10-24,925,A,Manhattan,11.0,Steakhouse,2022,2-3yr
50071438,2018-06-14,2019-06-01,352,N,Manhattan,21.0,American,2018,<1yr
50071440,2022-02-22,2024-01-02,679,A,Queens,8.0,Latin American,2022,1-2yr
50071449,2022-04-08,2024-12-13,980,A,Manhattan,2.0,Coffee/Tea,2022,2-3yr
50071450,2021-12-02,2024-05-30,910,A,Brooklyn,13.0,Tex-Mex,2021,2-3yr
50071457,2022-06-16,2023-07-05,384,A,Bronx,12.0,Caribbean,2022,1-2yr
50071476,2022-07-26,2024-08-23,759,N,Manhattan,0.0,Frozen Desserts,2022,2-3yr
50071494,2023-06-13,2025-05-21,708,A,Brooklyn,10.0,Thai,2023,1-2yr
50071497,2022-07-08,2025-06-18,1076,N,Manhattan,30.0,American,2022,2-3yr
50071506,2022-12-15,2025-02-25,803,Z,Manhattan,31.0,French,2022,2-3yr
50071517,2022-07-25,2025-04-15,995,A,Brooklyn,11.0,Caribbean,2022,2-3yr
50071524,2022-08-15,2024-08-01,717,A,Queens,9.0,Latin American,2022,1-2yr
50071529,2022-06-22,2024-01-30,587,A,Manhattan,12.0,Japanese,2022,1-2yr
50071542,2022-05-17,2024-10-09,876,A,Queens,12.0,American,2022,2-3yr
50071549,2022-05-02,2024-10-28,910,A,Queens,13.0,Pizza,2022,2-3yr
50071553,2023-01-12,2024-12-19,707,A,Manhattan,10.0,"Juice, Smoothies, Fruit Salads",2023,1-2yr
50071557,2023-05-25,2025-05-28,734,A,Brooklyn,11.0,Coffee/Tea,2023,2-3yr
50071576,2022-11-07,2024-12-17,771,C,Brooklyn,41.0,Caribbean,2022,2-3yr
50071581,2022-03-28,2024-03-19,722,A,Brooklyn,9.0,Frozen Desserts,2022,1-2yr
50071593,2022-04-19,2024-08-20,854,B,Bronx,16.0,Chinese,2022,2-3yr
50071596,2018-06-27,2019-06-27,365,A,Queens,12.0,American,2018,<1yr
50071600,2023-04-19,2025-03-26,707,A,Manhattan,7.0,American,2023,1-2yr
50071604,2022-01-20,2024-09-16,970,A,Brooklyn,12.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50071605,2022-06-07,2025-02-18,987,C,Manhattan,40.0,Indian,2022,2-3yr
50071607,2022-05-25,2024-03-13,658,A,Brooklyn,13.0,Chinese,2022,1-2yr
50071612,2022-05-10,2024-07-02,784,A,Brooklyn,9.0,Chinese,2022,2-3yr
50071615,2022-08-01,2024-05-30,668,A,Manhattan,13.0,American,2022,1-2yr
50071654,2022-04-29,2025-01-17,994,A,Brooklyn,13.0,Caribbean,2022,2-3yr
50071662,2022-04-21,2024-07-08,809,N,Staten Island,26.0,Pizza,2022,2-3yr
50071683,2024-04-01,2025-05-28,422,A,Brooklyn,12.0,Indian,2024,1-2yr
50071685,2022-03-30,2024-10-07,922,A,Bronx,8.0,Bakery Products/Desserts,2022,2-3yr
50071707,2022-05-04,2024-10-07,887,A,Manhattan,2.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50071711,2023-05-04,2024-10-10,525,N,Bronx,20.0,Latin American,2023,1-2yr
50071726,2021-11-22,2024-03-02,831,A,Manhattan,11.0,Pizza,2021,2-3yr
50071749,2022-07-11,2025-04-21,1015,Z,Queens,20.0,Chinese,2022,2-3yr
50071766,2022-09-15,2024-10-29,775,A,Bronx,13.0,Latin American,2022,2-3yr
50071777,2022-06-27,2024-12-24,911,Z,Queens,24.0,Asian/Asian Fusion,2022,2-3yr
50071782,2023-02-21,2025-04-03,772,A,Queens,9.0,Korean,2023,2-3yr
50071792,2022-04-25,2024-07-31,828,A,Manhattan,9.0,Chinese,2022,2-3yr
50071808,2023-06-13,2024-03-21,282,A,Staten Island,13.0,American,2023,<1yr
50071821,2022-09-14,2025-02-20,890,A,Queens,13.0,Mediterranean,2022,2-3yr
50071831,2023-01-11,2025-04-10,820,A,Brooklyn,7.0,Cajun,2023,2-3yr
50071833,2022-05-11,2025-01-13,978,A,Brooklyn,5.0,Chinese,2022,2-3yr
50071834,2022-11-12,2024-06-26,592,A,Brooklyn,2.0,American,2022,1-2yr
50071839,2022-07-26,2025-04-16,995,A,Manhattan,12.0,American,2022,2-3yr
50071845,2023-11-03,2023-11-03,0,A,Manhattan,7.0,Coffee/Tea,2023,
50071847,2022-06-14,2024-07-30,777,A,Manhattan,13.0,Coffee/Tea,2022,2-3yr
50071889,2021-02-17,2024-01-19,1066,A,Queens,13.0,Chinese,2021,2-3yr
50071893,2021-09-08,2024-08-27,1084,A,Bronx,13.0,American,2021,2-3yr
50071901,2022-08-03,2025-06-12,1044,N,Staten Island,21.0,Pizza,2022,2-3yr
50071902,2021-09-01,2024-05-13,985,A,Manhattan,7.0,Coffee/Tea,2021,2-3yr
50071914,2022-08-05,2024-07-15,710,A,Queens,13.0,Latin American,2022,1-2yr
50071921,2022-04-07,2024-07-23,838,A,Manhattan,13.0,American,2022,2-3yr
50071925,2022-04-15,2024-10-07,906,A,Brooklyn,3.0,Mexican,2022,2-3yr
50071927,2020-02-15,2023-01-14,1064,A,Manhattan,7.0,Italian,2020,2-3yr
50071938,2022-03-08,2024-06-10,825,A,Brooklyn,12.0,Chinese,2022,2-3yr
50071943,2023-05-18,2025-05-28,741,A,Manhattan,13.0,Japanese,2023,2-3yr
50071950,2022-04-11,2025-02-14,1040,A,Queens,12.0,American,2022,2-3yr
50071964,2022-05-04,2025-02-03,1006,A,Queens,13.0,Japanese,2022,2-3yr
50071968,2022-06-16,2025-05-05,1054,N,Queens,20.0,American,2022,2-3yr
50071972,2022-01-28,2024-07-02,886,A,Manhattan,7.0,Hamburgers,2022,2-3yr
50071977,2022-10-18,2024-09-13,696,A,Bronx,3.0,American,2022,1-2yr
50071986,2023-03-14,2023-03-14,0,N,Staten Island,18.0,Mediterranean,2023,
50071988,2022-09-08,2024-01-09,488,N,Brooklyn,33.0,Caribbean,2022,1-2yr
50071991,2022-07-28,2024-07-11,714,A,Queens,12.0,Mexican,2022,1-2yr
50071993,2022-12-02,2022-12-02,0,N,Brooklyn,30.0,Mediterranean,2022,
50071995,2019-06-22,2019-06-22,0,A,Queens,12.0,Other,2019,
50072002,2022-07-19,2025-03-11,966,B,Manhattan,23.0,American,2022,2-3yr
50072003,2022-11-19,2024-06-11,570,A,Brooklyn,7.0,Italian,2022,1-2yr
50072011,2022-12-15,2024-12-19,735,A,Brooklyn,13.0,Chicken,2022,2-3yr
50072020,2022-08-30,2025-05-22,996,N,Queens,28.0,Italian,2022,2-3yr
50072027,2022-10-25,2025-04-25,913,A,Bronx,9.0,Sandwiches,2022,2-3yr
50072030,2022-07-15,2025-05-01,1021,A,Brooklyn,12.0,American,2022,2-3yr
50072041,2022-07-01,2025-03-21,994,A,Bronx,6.0,Hamburgers,2022,2-3yr
50072043,2022-08-11,2024-10-15,796,A,Bronx,3.0,Sandwiches/Salads/Mixed Buffet,2022,2-3yr
50072044,2022-06-09,2024-10-07,851,A,Queens,12.0,Japanese,2022,2-3yr
50072048,2022-07-26,2024-07-18,723,N,Manhattan,38.0,Asian/Asian Fusion,2022,1-2yr
50072051,2022-05-17,2024-03-19,672,A,Brooklyn,6.0,Chinese,2022,1-2yr
50072053,2022-10-26,2025-03-05,861,A,Queens,12.0,Chinese,2022,2-3yr
50072055,2023-03-03,2025-01-15,684,A,Manhattan,7.0,Korean,2023,1-2yr
50072059,2022-03-23,2024-12-03,986,A,Manhattan,5.0,American,2022,2-3yr
50072096,2023-12-04,2025-06-11,555,A,Manhattan,5.0,Coffee/Tea,2023,1-2yr
50072107,2022-08-09,2024-10-22,805,A,Manhattan,10.0,Pizza,2022,2-3yr
50072108,2018-01-16,2019-10-18,640,A,Manhattan,11.0,Coffee/Tea,2018,1-2yr
50072122,2022-10-31,2025-04-24,906,A,Brooklyn,10.0,Coffee/Tea,2022,2-3yr
50072128,2022-03-07,2024-04-22,777,A,Queens,3.0,Donuts,2022,2-3yr
50072130,2022-05-31,2024-05-09,709,A,Manhattan,12.0,American,2022,1-2yr
50072133,2022-03-17,2024-05-16,791,A,Brooklyn,13.0,Bakery Products/Desserts,2022,2-3yr
50072141,2022-07-05,2024-10-09,827,A,Queens,12.0,Mediterranean,2022,2-3yr
50072149,2022-06-06,2023-12-14,556,B,Staten Island,22.0,Pizza,2022,1-2yr
50072151,2023-03-07,2024-09-17,560,A,Manhattan,13.0,American,2023,1-2yr
50072159,2022-10-25,2024-06-25,609,A,Brooklyn,9.0,Asian/Asian Fusion,2022,1-2yr
50072182,2021-08-27,2024-04-25,972,A,Manhattan,5.0,Chinese,2021,2-3yr
50072186,2022-12-06,2022-12-06,0,A,Manhattan,7.0,Italian,2022,
50072190,2022-05-26,2024-11-21,910,Z,Brooklyn,27.0,Soups/Salads/Sandwiches,2022,2-3yr
50072200,2022-08-09,2025-01-22,897,A,Manhattan,13.0,Thai,2022,2-3yr
50072210,2023-03-23,2025-05-28,797,A,Bronx,12.0,Sandwiches,2023,2-3yr
50072218,2022-04-19,2024-04-22,734,A,Brooklyn,6.0,Chinese,2022,2-3yr
50072223,2022-03-23,2024-06-13,813,A,Brooklyn,12.0,Latin American,2022,2-3yr
50072229,2022-02-03,2024-09-11,951,A,Brooklyn,4.0,Mediterranean,2022,2-3yr
50072230,2023-03-27,2025-05-28,793,N,Queens,41.0,Japanese,2023,2-3yr
50072231,2022-08-03,2025-01-14,895,N,Brooklyn,7.0,Polish,2022,2-3yr
50072244,2022-04-14,2024-11-07,938,A,Manhattan,2.0,Coffee/Tea,2022,2-3yr
50072251,2021-12-02,2024-08-12,984,A,Queens,12.0,Tex-Mex,2021,2-3yr
50072252,2022-11-17,2025-04-30,895,A,Manhattan,4.0,Italian,2022,2-3yr
50072260,2023-04-28,2024-10-25,546,N,Bronx,18.0,Caribbean,2023,1-2yr
50072266,2022-08-03,2024-12-06,856,A,Queens,12.0,Coffee/Tea,2022,2-3yr
50072286,2022-11-03,2024-07-09,614,A,Queens,12.0,Chinese,2022,1-2yr
50072292,2022-05-02,2024-12-17,960,A,Manhattan,11.0,American,2022,2-3yr
50072298,2022-03-25,2024-08-16,875,A,Brooklyn,12.0,Chicken,2022,2-3yr
50072303,2022-07-18,2023-12-06,506,A,Staten Island,8.0,Asian/Asian Fusion,2022,1-2yr
50072307,2022-11-03,2024-09-25,692,N,Queens,30.0,American,2022,1-2yr
50072310,2022-03-15,2023-10-03,567,A,Manhattan,2.0,Japanese,2022,1-2yr
50072314,2022-10-31,2025-02-12,835,A,Bronx,13.0,Frozen Desserts,2022,2-3yr
50072316,2022-07-11,2024-11-13,856,B,Manhattan,26.0,Bakery Products/Desserts,2022,2-3yr
50072329,2022-05-25,2023-10-18,511,A,Brooklyn,9.0,Tex-Mex,2022,1-2yr
50072333,2021-09-09,2024-07-15,1040,A,Staten Island,9.0,Frozen Desserts,2021,2-3yr
50072337,2022-04-04,2024-10-15,925,A,Queens,9.0,Bakery Products/Desserts,2022,2-3yr
50072344,2022-06-15,2024-10-02,840,A,Bronx,10.0,Pizza,2022,2-3yr
50072345,2022-02-04,2024-04-11,797,A,Brooklyn,9.0,Tex-Mex,2022,2-3yr
50072346,2022-12-22,2024-11-19,698,N,Queens,24.0,Spanish,2022,1-2yr
50072348,2022-09-16,2025-04-23,950,A,Manhattan,13.0,Tex-Mex,2022,2-3yr
50072352,2022-06-07,2024-11-20,897,A,Manhattan,12.0,Asian/Asian Fusion,2022,2-3yr
50072358,2022-06-14,2024-11-21,891,A,Queens,5.0,American,2022,2-3yr
50072372,2023-01-22,2023-09-22,243,A,Manhattan,7.0,Korean,2023,<1yr
50072375,2022-05-25,2025-01-08,959,N,Brooklyn,21.0,Thai,2022,2-3yr
50072379,2022-05-26,2023-05-31,370,A,Brooklyn,12.0,American,2022,1-2yr
50072380,2021-08-31,2024-06-06,1010,A,Brooklyn,5.0,American,2021,2-3yr
50072404,2022-05-12,2025-03-25,1048,N,Manhattan,23.0,Greek,2022,2-3yr
50072405,2022-08-04,2025-05-08,1008,Z,Bronx,22.0,Mediterranean,2022,2-3yr
50072413,2019-06-19,2019-06-19,0,N,Queens,40.0,Chinese,2019,
50072426,2022-04-04,2024-06-06,794,A,Brooklyn,2.0,"Juice, Smoothies, Fruit Salads",2022,2-3yr
50072428,2023-01-12,2024-06-13,518,A,Queens,2.0,American,2023,1-2yr
50072443,2023-02-23,2025-05-29,826,N,Manhattan,22.0,Japanese,2023,2-3yr
50072454,2022-08-22,2024-10-01,771,A,Manhattan,12.0,Donuts,2022,2-3yr
50072468,2022-05-10,2024-07-01,783,A,Brooklyn,12.0,Chicken,2022,2-3yr
50072475,2022-10-25,2024-12-16,783,B,Bronx,23.0,Italian,2022,2-3yr
50072478,2022-08-01,2025-05-12,1015,A,Queens,13.0,Pizza,2022,2-3yr
50072479,2022-10-06,2024-12-31,817,A,Queens,12.0,Hamburgers,2022,2-3yr
50072481,2022-03-16,2024-09-19,918,A,Staten Island,12.0,Pizza,2022,2-3yr
50072483,2021-07-26,2024-04-08,987,A,Queens,12.0,American,2021,2-3yr
50072506,2022-05-09,2025-04-10,1067,N,Brooklyn,29.0,Latin American,2022,2-3yr
50072517,2022-06-24,2024-03-14,629,A,Queens,13.0,Spanish,2022,1-2yr
50072519,2023-04-14,2025-06-20,798,N,Brooklyn,38.0,Greek,2023,2-3yr
50072524,2022-06-22,2025-01-13,936,A,Queens,12.0,Barbecue,2022,2-3yr
50072526,2022-03-22,2024-02-16,696,A,Staten Island,10.0,Italian,2022,1-2yr
50072533,2022-06-03,2024-01-03,579,A,Brooklyn,9.0,American,2022,1-2yr
50072534,2022-05-02,2025-04-02,1066,A,Manhattan,13.0,Southeast Asian,2022,2-3yr
50072538,2022-07-13,2023-11-02,477,A,Brooklyn,13.0,Chinese,2022,1-2yr
50072539,2022-07-20,2024-09-10,783,A,Brooklyn,13.0,Mexican,2022,2-3yr
50072544,2022-07-20,2025-05-14,1029,A,Manhattan,11.0,Chinese,2022,2-3yr
50072548,2022-04-04,2024-05-23,780,A,Brooklyn,7.0,Coffee/Tea,2022,2-3yr
50072549,2022-05-23,2024-04-11,689,A,Queens,9.0,Chicken,2022,1-2yr
50072570,2022-04-12,2024-04-29,748,A,Manhattan,4.0,French,2022,2-3yr
50072576,2021-08-25,2024-04-23,972,A,Manhattan,5.0,Tex-Mex,2021,2-3yr
50072578,2022-07-18,2025-01-08,905,A,Queens,9.0,Caribbean,2022,2-3yr
50072605,2022-08-11,2025-05-20,1013,N,Brooklyn,42.0,Thai,2022,2-3yr
50072616,2022-01-19,2024-06-12,875,A,Manhattan,7.0,American,2022,2-3yr
50072637,2022-12-19,2025-06-09,903,A,Brooklyn,12.0,Caribbean,2022,2-3yr
50072638,2022-06-22,2025-05-21,1064,Z,Manhattan,2.0,American,2022,2-3yr
50072645,2022-01-25,2025-01-10,1081,A,Brooklyn,10.0,Mexican,2022,2-3yr
50072652,2022-02-10,2024-07-12,883,A,Brooklyn,9.0,Sandwiches,2022,2-3yr
50072657,2023-03-03,2025-05-20,809,N,Queens,18.0,Bottled Beverages,2023,2-3yr
50072658,2022-03-21,2024-05-16,787,A,Queens,12.0,Coffee/Tea,2022,2-3yr
50072660,2023-05-01,2024-11-07,556,N,Manhattan,26.0,Thai,2023,1-2yr
50072673,2022-07-25,2023-12-12,505,A,Brooklyn,11.0,Seafood,2022,1-2yr
50072677,2022-11-28,2024-03-21,479,B,Staten Island,25.0,Chinese,2022,1-2yr
50072700,2022-06-13,2025-06-12,1095,Z,Manhattan,43.0,Filipino,2022,2-3yr
50072728,2022-06-07,2025-05-09,1067,A,Queens,10.0,Donuts,2022,2-3yr
50072745,2021-09-10,2024-03-12,914,C,Staten Island,28.0,Mexican,2021,2-3yr
50072769,2020-02-27,2022-07-07,861,A,Manhattan,8.0,American,2020,2-3yr
50072770,2022-05-16,2024-10-09,877,A,Brooklyn,12.0,Mexican,2022,2-3yr
50072785,2021-12-17,2024-04-16,851,A,Brooklyn,8.0,Donuts,2021,2-3yr
50072786,2023-03-29,2025-06-09,803,N,Bronx,19.0,Latin American,2023,2-3yr
50072791,2023-04-21,2025-05-21,761,N,Manhattan,40.0,Chinese,2023,2-3yr
50072800,2022-07-07,2023-11-16,497,A,Queens,7.0,Chicken,2022,1-2yr
